video_id,query_billboard_rank,query_artist,query_title,video_title,search_rank,lead_search_term,search_tier,detected_names,detected_genres,detected_inst,detected_place,detected_date,true_audio_content,true_video_content,is_official_video,search_term_estimated_AC,search_term_estimated_VC,STV_prediction_AC_initial,STVA_prediction_AC,STV_prediction_VC,url
_-1hfpz4tKA,10,flo rida,wild ones,Flo Rida - Wild Ones ft. Sia (Drum Bass Guitar Cover),23.0,guitar,1,,drum & bass,bass & bass guitar & drum & guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=_-1hfpz4tKA
5J98Y8tq_3s,10,flo rida,wild ones,Wild Ones   Flo rida feat Sia Lyrics + traduction   YouTube,30.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=5J98Y8tq_3s
bx-ZBqUAPa8,10,flo rida,wild ones,Flo Rida - Wild Ones ft. Sia chipmunk by DjAdy,50.0,karaoke,5,,,,,,remix,still,FALSE,instrumental,karaoke,cover,cover,live,https://www.youtube.com/watch?v=bx-ZBqUAPa8
EXXqsXtr1k0,10,flo rida,wild ones,Flo Rida Ft. Sia - Wild Ones x Skrillex Badman (NoiseBoy Remix),72.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=EXXqsXtr1k0
1pu5fZ2Arao,10,flo rida,wild ones,Alan Salvatore (feat. Abraham  Richy  Mario  Fredie) / Flo Rida - Wild Ones,79.0,choreo,0,alan salvatore abraham mario,,,,,official,dance,FALSE,official,dance,cover,official,other,https://www.youtube.com/watch?v=1pu5fZ2Arao
LpGqnuafG_k,10,flo rida,wild ones,Flo Rida - Wild Ones (ft. Sia) & Bruno Mars - Nothin On You Cover Mashup,93.0,live,5,bruno,,,,,cover,live,FALSE,live,live,cover,cover,still,https://www.youtube.com/watch?v=LpGqnuafG_k
sn-xEcacCZg,10,flo rida,wild ones,Flo Rida- Wild Ones Remix,93.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=sn-xEcacCZg
ynEQI86Ls14,10,flo rida,wild ones,Are You Ready /Devotion /Nothing Inside /Wild Ones /DJ Ease My Apollo Road HD,96.0,piano,5,,,,,,remix,still,FALSE,cover,live,remix,remix,still,https://www.youtube.com/watch?v=ynEQI86Ls14
zgUl44Upqvg,10,flo rida,wild ones,Flo Rida Wild Ones South Beach,100.0,live,5,beach,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=zgUl44Upqvg
Vs7lkyYfkEo,10,flo rida,wild ones,Flo Rida - Wild Ones ft. Sia [Music Video FilmsLAH],101.0,live,5,,,,,,official,other,FALSE,live,live,cover,official,other,https://www.youtube.com/watch?v=Vs7lkyYfkEo
tBXtcjOca9U,10,flo rida,wild ones,Flo Rida feat. Sia - Wild Ones lyrics,101.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=tBXtcjOca9U
kOEW_PAKMEQ,10,flo rida,wild ones,Flo Rida Ft. Sia - Wild Ones (Lyrics On Screen) HQ,103.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=kOEW_PAKMEQ
Ih8KFUB9uKA,10,flo rida,wild ones,Flo Rida Ft. Sia Wild Ones(YSR Remix),107.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=Ih8KFUB9uKA
4tlrZ1PBZY8,10,flo rida,wild ones,wild ones.MOV,107.0,choreo,5,,,,,,official,dance,FALSE,official,dance,cover,official,live,https://www.youtube.com/watch?v=4tlrZ1PBZY8
ePi_uu5U-fQ,10,flo rida,wild ones,Dubstep Remixes Of Popular Songs - Wild Ones - Flo Rida ft. Sia.,292.0,remix,15,,dubstep,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=ePi_uu5U-fQ
5pImtj6bfao,10,flo rida,wild ones,WILD ONES FLO RIDA FT. SIA [OUT NOW!] HYDROGEN REMIX (EDM) Video by FM Loud,306.0,remix,15,,,,,,remix,still,FALSE,remix,still,cover,cover,still,https://www.youtube.com/watch?v=5pImtj6bfao
11xukEdEaes,10,flo rida,wild ones,Super Push c/ Flo Rida - Wild Ones @ Expominas  Belo Horizonte,308.0,live,15,,,,belo horizonte,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=11xukEdEaes
ptZuB8H94Bo,10,flo rida,wild ones,Flo Rida feat. Sia Wild Ones Acoustic Cover by Theresa Cuevas,323.0,cover,15,theresa,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=ptZuB8H94Bo
KZEFcoBLzcc,10,flo rida,wild ones,Flo Rida feat. SIA - Wild ones ( Traducao PT-BR ),336.0,dance,15,,,,,,official,lyric,FALSE,official,dance,official,remix,lyric,https://www.youtube.com/watch?v=KZEFcoBLzcc
l5znIXAziiU,10,flo rida,wild ones,Flo rida ft. Rihanna - Wild Ones,354.0,title/artist,15,,,,,,official,still,FALSE,official,official,remix,official,still,https://www.youtube.com/watch?v=l5znIXAziiU
cx7iX4Fiom0,10,flo rida,wild ones,[Flo Rida Ft  Sia   Wild Ones[156] DJ PAREZAA CLUB REMIX,364.0,remix,15,,,,,,remix,dance,FALSE,remix,still,remix,remix,live,https://www.youtube.com/watch?v=cx7iX4Fiom0
d7RrJTLxGFk,20,rihanna,where have you been,Rihanna - Where Have You Been LIVE at iHeartRadio Festival 2012 HD Where have you been directo,1.0,concert,0,,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=d7RrJTLxGFk
SJc8lLP8geg,20,rihanna,where have you been,Rihanna - Where have you been lyrics,1.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=SJc8lLP8geg
2FCVLhG3-f4,20,rihanna,where have you been,Where Have You Been by Rihanna  cover by CIMORELLI! 200 million views!!!,1.0,cover,0,,,,,,cover,other,FALSE,cover,live,cover,official,other,https://www.youtube.com/watch?v=2FCVLhG3-f4
qkKLPrREs80,20,rihanna,where have you been,Rihanna Where Have You Been KARAOKE,1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=qkKLPrREs80
HBxt_v0WF6Y,20,rihanna,where have you been,Rihanna - Where Have You Been,1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=HBxt_v0WF6Y
Zgh64jegvck,20,rihanna,where have you been,Rihanna - Where Have You Been,1.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=Zgh64jegvck
az_VytMwpfA,20,rihanna,where have you been,Rihanna - Where Have You Been (Alessio Silvestro Remix),1.0,remix,0,,,,,,remix,slides,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=az_VytMwpfA
1DiiXKEpQK4,20,rihanna,where have you been,Rihanna - Where Have You Been (Rock Guitar Cover),1.0,guitar,0,,rock,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=1DiiXKEpQK4
U0gkbBFeHGY,20,rihanna,where have you been,Where Have You Been - Rihanna - Just Dance 2014 (Wii U),1.0,dance,0,,,,,2014,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=U0gkbBFeHGY
HGyembLgmw8,20,rihanna,where have you been,"Rihanna""Where have you been"" Part I (MIRRORED) Dance Breakdown Tutorial #2",1.0,tutorial,0,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=HGyembLgmw8
JYQqDIEockU,20,rihanna,where have you been,Rihanna - Where Have You Been (Live American Idol),1.0,live,0,,,,american,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=JYQqDIEockU
cY1vJCws9MI,20,rihanna,where have you been,Rihanna - Where Have You Been - Piano Tutorial (100%) Synthesia,1.0,piano,0,,,piano,,,cover,tutorial,FALSE,cover,live,cover,cover,tutorial,https://www.youtube.com/watch?v=cY1vJCws9MI
ygXgKadXxAs,20,rihanna,where have you been,Rihanna 'Where Have You Been' Dance Tutorial PART 1,2.0,tutorial,0,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,tutorial,tutorial,https://www.youtube.com/watch?v=ygXgKadXxAs
hrLyf8rnYPM,20,rihanna,where have you been,Where Have You Been By Rihanna Guitar Cover (with TAB),2.0,guitar,0,,,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=hrLyf8rnYPM
Cq2p1fWyVoI,20,rihanna,where have you been,Where Have you Been? - Karaoke HD (In the style of Rihanna),2.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=Cq2p1fWyVoI
zNdT7eS5oV8,20,rihanna,where have you been,Rihanna - Where have you been (Pawbeats piano cover),2.0,piano,0,,,piano,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=zNdT7eS5oV8
rXkIS46E7WY,20,rihanna,where have you been,Where have you been - Rihanna (subtitulos en espanol),2.0,concert,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=rXkIS46E7WY
CZFKeZe5IBQ,20,rihanna,where have you been,Rihanna - Where Have You Been live at Hackney Music Festival,2.0,live,0,,,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=CZFKeZe5IBQ
dilYPHFjWBg,20,rihanna,where have you been,"Singing ""Where Have You Been"" by Rihanna - MICHELLE MARTINEZ (COVER)",2.0,cover,0,michelle martinez,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=dilYPHFjWBg
GxtGr6ytO90,20,rihanna,where have you been,Where Have You Been - @Rihanna - #NIKAMILLO Choreography | Camillo Lauricella & Nika Kljun,11.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=GxtGr6ytO90
oO9cOUO-c-8,20,rihanna,where have you been,Rihanna - Where Have You Been (Sven's Acoustic Version),17.0,title/artist,1,,,,,,remix,slides,FALSE,official,official,cover,cover,still,https://www.youtube.com/watch?v=oO9cOUO-c-8
-cuI1ma_BjY,20,rihanna,where have you been,Rihanna - Where Have You Been Karaoke / Instrumental with backing vocals and lyrics,17.0,karaoke,1,,,,,,instrumental,still,FALSE,instrumental,karaoke,instrumental,instrumental,still,https://www.youtube.com/watch?v=-cuI1ma_BjY
tCiVF-YYmnk,20,rihanna,where have you been,Where Have You Been - Rihanna (Official Choreography),18.0,choreo,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=tCiVF-YYmnk
GZNJOpDM6lc,20,rihanna,where have you been,[Vietsub + Engsub] Rihanna - Where Have You Been,18.0,karaoke,1,,,,,,official,official,FALSE,instrumental,karaoke,cover,official,lyric,https://www.youtube.com/watch?v=GZNJOpDM6lc
A28zAQgFLy0,20,rihanna,where have you been,Where have you been - Rihanna live in Manila 2013 (HD quality),18.0,concert,1,,,,manila,2013,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=A28zAQgFLy0
-1Rssgr0ic0,20,rihanna,where have you been,"Rihanna - Where Have You Been (Luciana Abreu) ""A Tua Cara Nao Me E Estranha"" Portugal",19.0,live,1,luciana cara,,,portugal,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=-1Rssgr0ic0
qxzqFoCBg8c,20,rihanna,where have you been,Rihanna - Where Have You Been // choreography by Matt Pardus,20.0,choreo,1,matt,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=qxzqFoCBg8c
XQZ8TsnLqcc,20,rihanna,where have you been,Rihanna - Where Have You Been (Crazy Dance Moves  2012) HQ  HD,20.0,lyrics,1,,,,,2012,official,dance,FALSE,official,lyric,official,official,other,https://www.youtube.com/watch?v=XQZ8TsnLqcc
-qCN63-Ud-I,20,rihanna,where have you been,Rihanna Where Have You Been Piano Tutorial,20.0,piano,1,,,piano,,,cover,tutorial,FALSE,cover,live,cover,cover,tutorial,https://www.youtube.com/watch?v=-qCN63-Ud-I
f0PA0VgLBk8,20,rihanna,where have you been,Rihanna- Where Have You Been guitar cover,20.0,guitar,1,,,guitar,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=f0PA0VgLBk8
q8W0ToBksKk,20,rihanna,where have you been,Rihanna - where have you been - Epic guitar bootleg,21.0,guitar,1,,,guitar,,,remix,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=q8W0ToBksKk
1BZnZrJ_LG4,20,rihanna,where have you been,Rihanna - WHERE HAVE YOU BEEN + LYRICS,21.0,concert,1,,,,,,official,lyric,FALSE,live,live,official,official,lyric,https://www.youtube.com/watch?v=1BZnZrJ_LG4
vgNAceS9gUo,20,rihanna,where have you been,Just Dance 2014 Where Have You Been  Rihanna (One stage) 5*,21.0,dance,1,,,,,2014,official,dance,FALSE,official,dance,cover,official,live,https://www.youtube.com/watch?v=vgNAceS9gUo
tJFLsLbnzaQ,20,rihanna,where have you been,Rihanna- Where Have You Been (Mercer Remix) Piano Cover- Raashi Kulkarni,22.0,piano,1,mercer,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=tJFLsLbnzaQ
JGDLm-ImeqI,20,rihanna,where have you been,Rihanna - Where Have You Been (Yashar Gasanov dubstep remix),22.0,remix,1,,dubstep,,,,remix,other,FALSE,remix,still,remix,remix,other,https://www.youtube.com/watch?v=JGDLm-ImeqI
yjHdOqdv_Uw,20,rihanna,where have you been,"Yo Soy: Rihanna estuvo espectacular con ""Where Have You Been""",23.0,title/artist,1,,,,,,live,live,FALSE,official,official,official,remix,live,https://www.youtube.com/watch?v=yjHdOqdv_Uw
o3Zuqm-ZaVk,20,rihanna,where have you been,Rihanna - Where have you been karaoke with vocals,23.0,karaoke,1,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,still,https://www.youtube.com/watch?v=o3Zuqm-ZaVk
VjHnI83zsAE,20,rihanna,where have you been,Rihanna - Where Have You Been / MOORHOUSE cover,23.0,cover,1,,,,,,cover,other,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=VjHnI83zsAE
WH501SVielc,20,rihanna,where have you been,Where have you been - Rihanna cover by Febrian,23.0,guitar,1,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=WH501SVielc
vZ7rP7UKuIs,20,rihanna,where have you been,"Rihanna - Where Have You Been (We Found Love Remix) feat. Calvin Harris ""Mashup""",24.0,remix,1,love calvin harris,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=vZ7rP7UKuIs
_jxkkNh3iAg,20,rihanna,where have you been,Rihanna - Where Have You Been Piano Cover,24.0,piano,1,,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=_jxkkNh3iAg
_pZcmJh2--I,20,rihanna,where have you been,Rihanna -Where have you been - Hardwell (Dj Shomron D Remix) - 2013 - HD,25.0,remix,1,,,,,2013,remix,other,FALSE,remix,still,remix,remix,other,https://www.youtube.com/watch?v=_pZcmJh2--I
itXHMI6iiNc,20,rihanna,where have you been,Tal - Where Have You Been (Rihanna Cover) | NRJ In The Park 2012,26.0,concert,1,park,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=itXHMI6iiNc
nW_1fjSDop8,20,rihanna,where have you been,Rihanna - Where Have You Been k0szzz dance tutorial,26.0,tutorial,1,,,,,,official,dance,FALSE,tutorial,tutorial,tutorial,cover,tutorial,https://www.youtube.com/watch?v=nW_1fjSDop8
d4ViDK1R-Ik,20,rihanna,where have you been,Rihanna - Where Have You Been - Inspired Makeup Tutorial | DivaDarlingChic,31.0,tutorial,1,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,tutorial,cover,tutorial,https://www.youtube.com/watch?v=d4ViDK1R-Ik
dkQQCzi_1DM,20,rihanna,where have you been,Rihanna - Where Have You Been (Instrumental & Lyrics in HD),43.0,lyrics,1,,,,,,instrumental,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=dkQQCzi_1DM
lvGYNyCEdRY,20,rihanna,where have you been,WHERE HAVE YOU BEEN by Rihanna | Just Dance 2014,82.0,dance,5,,,,,2014,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=lvGYNyCEdRY
l5Y0aCUyRVg,20,rihanna,where have you been,Rihanna - Where Have You Been (Edson Pride Reconstruction Mix),85.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=l5Y0aCUyRVg
nLSAF1tXRwY,20,rihanna,where have you been,Rihanna - Where Have You Been (Remix Reggae),88.0,remix,5,,reggae,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=nLSAF1tXRwY
hneKtvI3aEM,20,rihanna,where have you been,Rihanna - Where Have You Been (Hardwell Remix),94.0,remix,5,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=hneKtvI3aEM
Ml1rGvIm-m0,20,rihanna,where have you been,Rihanna | Where have You Been Choreography |  #WherehaveYouBeen #UrbanDance,100.0,choreo,5,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=Ml1rGvIm-m0
xcOby7fG5JE,20,rihanna,where have you been,Rihanna - Where Have You Been Choreography and Concept Video Ft Dancing Plus,101.0,choreo,5,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=xcOby7fG5JE
IFWM-ink-m0,20,rihanna,where have you been,Where have you been - Rihanna (Lyrics),102.0,lyrics,5,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=IFWM-ink-m0
4oGZBYxSQwQ,20,rihanna,where have you been,Coreografa de Where Have You Been de Rihanna Vista de Frente,102.0,guitar,5,,,,,,official,dance,FALSE,cover,live,official,official,live,https://www.youtube.com/watch?v=4oGZBYxSQwQ
l7XucpsMDvk,20,rihanna,where have you been,Rihanna - Where Have You Been (Diamonds Tour Vienna Live),104.0,live,5,,,,vienna,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=l7XucpsMDvk
X_RsALblYhg,20,rihanna,where have you been,Rihanna - Where Have You Been (All My Life) / Lyrics in Description,105.0,lyrics,5,,,,,,official,still,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=X_RsALblYhg
GI5SydpFnI0,20,rihanna,where have you been,Sunrise Band Banja Luka - Rihanna - Where Have You Been Live @ DFK,106.0,live,5,,,,,,live,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=GI5SydpFnI0
Vx2s8FL01uc,20,rihanna,where have you been,Rihanna - Where Have You Been  choreography by Liza Egorova (STEP2DANCE),109.0,choreo,5,liza,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=Vx2s8FL01uc
SRZxvCKnMCs,20,rihanna,where have you been,Jazz - Funk performance to Rihanna - Where Have You Been (choreography Maria Kolotun) FREEWAY DC,159.0,tutorial,5,maria,jazz/funk,,,,official,dance,FALSE,tutorial,tutorial,cover,cover,live,https://www.youtube.com/watch?v=SRZxvCKnMCs
A9HWIemcXO4,20,rihanna,where have you been,Where Have You Been - Rihanna and Cimorelli,288.0,lyrics,15,,,,,,official,other,FALSE,official,lyric,cover,cover,other,https://www.youtube.com/watch?v=A9HWIemcXO4
92F7t30rRtM,20,rihanna,where have you been,Rihanna vs Michael Calfan - Where have you been resurrected (Donovitz Bootleg),298.0,piano,15,michael,,,,,remix,still,FALSE,cover,live,remix,remix,still,https://www.youtube.com/watch?v=92F7t30rRtM
69cjH3ms-XQ,20,rihanna,where have you been,Dj Decibel feat. Rihanna - Where Have you Been (Decibel Club Edit),305.0,piano,15,,,,,,remix,still,FALSE,cover,live,remix,remix,still,https://www.youtube.com/watch?v=69cjH3ms-XQ
NtQ4LzA2j7s,20,rihanna,where have you been,Rihanna - Where Have You Been( DWT-Zurich 30 06 2013),307.0,concert,15,,,,,2013,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=NtQ4LzA2j7s
ShSOO-_2cjU,20,rihanna,where have you been,Rihanna- Where Have You Been flute cover,311.0,piano,15,,,flute,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=ShSOO-_2cjU
Tdk2_0vN5rg,20,rihanna,where have you been,Rihanna - Diamonds World Tour in Barcelona - Where Have You Been II,315.0,concert,15,,world,,barcelona,,live,live,FALSE,live,live,cover,live,live,https://www.youtube.com/watch?v=Tdk2_0vN5rg
eqB3oknYBXo,20,rihanna,where have you been,Rihanna - Where have you been (Jarvis dubstep remix) Free download from facebook,334.0,remix,15,jarvis,dubstep,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=eqB3oknYBXo
IduCxfQjKY8,20,rihanna,where have you been,"Me Singing ""Where Have You Been"" by Rihanna",361.0,guitar,15,,,,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=IduCxfQjKY8
cQWaVD3W-jQ,20,rihanna,where have you been,Rihanna - Where Have You Been (Excellion Dubstep Remix),364.0,remix,15,,dubstep,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=cQWaVD3W-jQ
WzXshT5BF6g,30,katy perry,part of me,Katy Perry - Part of Me ( Live at The Prismatic World Tour),1.0,live,0,,world,,,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=WzXshT5BF6g
o94S5Qw17YE,30,katy perry,part of me,Katy Perry - Part Of Me (Lyrics On Screen),1.0,lyrics,0,,,,,,official,lyric,FALSE,official,lyric,official,official,lyric,https://www.youtube.com/watch?v=o94S5Qw17YE
F3BqVie9UzA,30,katy perry,part of me,Just Dance 4 (DLC)- Katy Perry-Part Of Me(Full Gameplay Wii),1.0,dance,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=F3BqVie9UzA
xGjg8OH6gaU,30,katy perry,part of me,Katy Perry - Part Of Me (Piano Cover) by LittleTranscriber,1.0,tutorial,0,,,piano,,,cover,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=xGjg8OH6gaU
uuwfgXD8qV8,30,katy perry,part of me,Katy Perry - Part Of Me,1.0,title/artist,0,,,,,,official,official,TRUE,official,official,official,official,official,https://www.youtube.com/watch?v=uuwfgXD8qV8
da1K-sP_Nys,30,katy perry,part of me,Katy Perry - Part Of Me (Karaoke Version),1.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=da1K-sP_Nys
xZ0lcWGq68I,30,katy perry,part of me,"CHRIS BRYAN | KATY PERRY ""PART OF ME"" | DANCE CHOREOGRAPHY CHOREOGRAPHY BY CHRIS BRYAN RONE",1.0,choreo,0,chris bryan chris bryan,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=xZ0lcWGq68I
aPS4ZnfBlZw,30,katy perry,part of me,Katy Perry - Part Of Me (Antics House Remix),1.0,remix,0,,house,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=aPS4ZnfBlZw
5n4GKkzxQYM,30,katy perry,part of me,"How to Play ""Part Of Me"" by Katy Perry - Piano Tutorial & Sheet Music",1.0,tutorial,0,,,piano,,,cover,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=5n4GKkzxQYM
Q9g2qUjfsWo,30,katy perry,part of me,Just Dance 4 - Part Of Me - 5* Stars,2.0,choreo,0,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=Q9g2qUjfsWo
2Fko7_SV3Lc,30,katy perry,part of me,Katy Perry - Part Of Me (Lyric Video),2.0,title/artist,0,,,,,,official,lyric,FALSE,official,official,official,official,lyric,https://www.youtube.com/watch?v=2Fko7_SV3Lc
rjkk5p1NVho,30,katy perry,part of me,Part of me - Karaoke HD (In the style of Katy Perry),2.0,karaoke,0,,,,,,instrumental,karaoke,FALSE,instrumental,karaoke,instrumental,instrumental,karaoke,https://www.youtube.com/watch?v=rjkk5p1NVho
87s7mnRx3rg,30,katy perry,part of me,"Katy Perry - Part Of Me Live At ""KCA 2012""",2.0,live,0,,,,,2012,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=87s7mnRx3rg
zkawXjXrhy0,30,katy perry,part of me,Katy Perry - Part Of Me Piano by Ray Mak,2.0,piano,0,ray,,piano,,,cover,live,FALSE,cover,live,cover,cover,live,https://www.youtube.com/watch?v=zkawXjXrhy0
CUm6PjcPI-E,30,katy perry,part of me,Katy Perry - Part Of Me (RAC Remix),4.0,remix,0,,,,,,remix,still,FALSE,remix,still,remix,remix,still,https://www.youtube.com/watch?v=CUm6PjcPI-E
Ymm1tLQ2nik,30,katy perry,part of me,Katy Perry - Part Of Me (Metal Cover/Remix by Jake Farhang),15.0,remix,1,jake,metal,,,,cover,still,FALSE,remix,still,remix,cover,live,https://www.youtube.com/watch?v=Ymm1tLQ2nik
PXW5vUQDgJU,30,katy perry,part of me,Stronger - Part of Me - Kelly Clarkson and Katy Perry Live by Dez Duron,17.0,live,1,kelly,,,,,cover,live,FALSE,live,live,cover,cover,live,https://www.youtube.com/watch?v=PXW5vUQDgJU
q6fO0gcGkCg,30,katy perry,part of me,Katy Perry -Part Of Me- My Karaoke voice,18.0,karaoke,1,,,,,,cover,lyric,FALSE,instrumental,karaoke,instrumental,remix,still,https://www.youtube.com/watch?v=q6fO0gcGkCg
Y58YAG5Wo24,30,katy perry,part of me,Katy Perry Inspired Makeup Tutorial: Part of Me,19.0,tutorial,1,,,,,,tutorial,tutorial,FALSE,tutorial,tutorial,cover,tutorial,other,https://www.youtube.com/watch?v=Y58YAG5Wo24
QhMhV_fRNy0,30,katy perry,part of me,"Katy Perry: ""Part of Me"" The Prismatic World Tour - Chicago",19.0,concert,1,,world,,chicago,,live,live,FALSE,live,live,live,live,live,https://www.youtube.com/watch?v=QhMhV_fRNy0
m8wKn2uGN9Q,30,katy perry,part of me,PART OF ME - Katy Perry (pop piano lesson / tutorial) ,20.0,tutorial,1,,pop,piano,,,tutorial,tutorial,FALSE,tutorial,tutorial,cover,cover,tutorial,https://www.youtube.com/watch?v=m8wKn2uGN9Q
vXGnL7AwP7I,30,katy perry,part of me,Katy Perry - Part Of Me (Cover by Eli Lieb) Official Music Video - Available on iTunes!,21.0,cover,1,eli,,,,,cover,other,FALSE,cover,live,cover,cover,other,https://www.youtube.com/watch?v=vXGnL7AwP7I
Gvt7WEDBUv0,30,katy perry,part of me,Just Dance - Katy Perry (Part Of Me) (FANMADE MASHUP),21.0,dance,1,,,,,,official,dance,FALSE,official,dance,official,official,dance,https://www.youtube.com/watch?v=Gvt7WEDBUv0
OBHVI_Z6ZU4,30,katy perry,part of me,Katy Perry - Part Of Me      Faster Version with Lyrics Speed Up,21.0,lyrics,1,,,,,,official,lyric,FALSE,official,lyric,official,remix,other,https://www.youtube.com/watch?v=OBHVI_Z6ZU4
JrrxZ-gKBSI,30,katy perry,part of me,Part of Me Instrumental Karaoke - Katy Perry,22.0,karaoke,1,,,,,,instrumental,lyric,FALSE,instrumental,karaoke,instrumental,cover,still,https://www.youtube.com/watch?v=JrrxZ-gKBSI
